36904,1996,4,0
36918,1980,20,0
36932,1932,68,0
36946,1812,187,1
36960,1658,343,1
36974,1604,397,1
36988,1622,397,2
37002,1621,398,2
37016,1732,391,9
37030,1728,394,10
37044,1819,389,15
37058,1813,392,18
37072,1884,391,19
37086,1882,391,21
37100,1882,388,24
37114,1990,386,26
37128,1987,386,29
37142,2070,385,31
37156,2065,389,32
37170,2148,387,34
37184,2146,388,35
37198,2146,386,37
37212,2146,385,38
37226,2146,385,38
37240,2146,384,39
37254,2146,383,40
37268,2197,382,41
37282,2197,377,46
37296,2197,375,48
37310,2197,373,50
37324,2197,373,50
37338,2197,370,53
37352,2197,369,54
37366,2197,365,58
37380,2286,364,59
37394,2283,366,60
37408,2397,363,63
37422,2393,366,64
37436,2393,364,66
37450,2478,363,67
37464,2477,362,69
37478,2564,362,69
37492,2557,368,70
37506,2646,366,72
37520,2641,369,74
37534,2733,366,77
37548,2727,369,80
37562,2727,365,84
37576,2727,364,85
37590,2762,362,87
37604,2762,359,90
37618,2762,358,91
37632,2792,357,92
37646,2792,356,93
37660,2792,355,94
37674,2792,353,96
37688,2792,350,99
37702,2792,349,100
37716,2818,346,103
37730,2818,346,103
37744,2888,342,107
37758,2882,347,108
37772,2964,347,109
37786,2963,348,109
37800,2963,344,113
37814,3034,342,115
37828,3025,350,116
37842,3119,349,117
37856,3112,354,119
37870,3188,354,119
37884,3180,362,119
37898,3254,359,122
37912,3251,361,123
37926,3251,359,125
37940,3251,358,126
37954,3251,356,128
37968,3271,356,128
37982,3271,356,128
37996,3271,355,129
38010,3271,354,130
38024,3271,350,134
38038,3271,348,136
38052,3271,348,136
38066,3271,347,137
38080,3271,346,138
38094,3271,346,138
38108,3358,344,140
38122,3352,349,141
38136,3351,348,143
38150,3458,345,146
38164,3452,348,149
38178,3535,348,150
38192,3528,354,151
38206,3617,353,152
38220,3616,351,155
38234,3722,348,158
38248,3714,355,159
38262,3797,353,161
38276,3793,357,161
38290,3791,359,161
38304,3791,359,161
38318,3791,358,162
38332,3791,357,163
38346,3791,355,165
38360,2191,95,25
38374,2191,95,25
38388,2191,95,25
38402,2191,95,25
38416,2217,93,27
38430,2217,90,30
38444,2217,89,31
38458,2183,123,31
38472,2236,149,31
38486,2222,163,31
38500,2216,169,31
38514,2369,172,31
38528,2230,309,33
38542,2313,343,36
38556,2306,348,38
38570,2392,344,42
38584,2383,351,44
38598,2463,350,45
38612,2456,355,47
38626,2564,354,49
38640,2545,371,51
38654,2544,371,52
38668,2544,369,54
38682,2544,367,56
38696,2544,362,61
38710,2544,361,62
38724,2544,360,63
38738,2544,360,63
38752,2544,360,63
38766,2544,359,64
38780,2544,357,66
38794,2544,354,69
38808,2571,353,70
38822,2571,351,72
38836,2571,351,72
38850,2650,351,72
38864,2650,351,72
38878,2725,351,72
38892,2725,350,73
38906,2809,348,75
38920,2800,357,75
38934,2893,353,79
38948,2888,358,79
38962,2997,357,82
38976,2995,358,83
